"name","introduction","altname","pathogenic_site","department","population","symptom","inspect","complication","treatment","medication"
"新生儿败血症","新生儿败血症(septicemia of newborn)是指新生儿期致病菌经各种途径侵入新生儿血循环，并在其中生长繁殖、产生毒素而造成全身性的感染。新生儿时期该病的发生率和病死率均较高。随着全身炎症反应综合征研究的深入，败血症的定义也在不断的扩大，包括内源性感染因子(如肠道菌丛)启动以后所引起的全身炎症与感染。新生儿败血症一般主要是指血液中有细菌存在并持续繁殖，通过血培养可获得阳性细菌结果的一种病理过程，在具有细菌-免疫学诊断方面的证据，而并未获得阳性血培养结果时也可做出诊断。仍是目前新生儿期很重要的疾病，其发生率约占活产婴儿的1‰～10‰，早产婴儿中发病率更高。","胎热,胎毒,疮毒走黄","全身","儿科,血液科,产科","新生儿","烦躁不安,腹胀,瘀斑,肝脾肿大,精神萎靡","凝固酶试验,尿细菌培养,甘油复红试验,真菌感染的实验室检查,马尿酸钠水解试验","新生儿化脓性脑膜炎,肺炎","药物治疗","万应胶囊,大蒜素肠溶胶丸,静注人免疫球蛋白(pH4),详细"
"产后出血","产后出血是指产后难以止住的大量出血。这是一种非常严重，但不太常见的并发症。如果处理及时就不会危急生命。子宫过于松弛或者由于长期筋疲力尽的分娩未能紧缩，生产创口过大都有可能发生流血。子宫扩张过大可能由于多胞胎、胎儿个体大、羊水过多、产妇身体虚弱(如贫血，受惊，或者过度疲劳)所致。胎盘畸形，也会阻止子宫对称收缩。在全球范围内，产后出血仍然是导致孕产妇死亡的最为常见的原因，有效地控制产后出血可避免很多孕产妇不必要的死亡。产后出血在任何一个分娩的场所均会发生，70%的产后出血是由于子宫收缩乏力所导致的。治疗宫缩乏力，除了使用宫缩剂，进行子宫按摩以外，其它的方法似乎需要进一步的手术干预，以前可能也会需要很多复杂的医疗器械，但是这在边远地区并不太可能，影响了进一步的干预的进行，由此有可能成为孕产妇死亡的原因。产后出现即时出血还有可能是因为子宫、子宫颈、阴道或者骨盆的一些地方的损伤没有得到修复，或者子宫破裂或倒位(里面的朝外)。如果胎盘有一些碎片还留在子宫里或者粘在子宫上，出血可能发生产后一两周内。感染和使用阿斯匹林、布洛芬、银杏片、大剂量维生素E、大麻、或者其他药物(这些东西会影响血液凝固)，也可能造成产后出血，一般发生在产房或者几周后。出血现象更多发生于宫外孕或者早产孕妇身上，很少是由于产妇有已知的血液紊乱的遗传因素。","None","女性生殖","产科,急诊科","产妇","产后便血,产后恶露不净有臭味,反复出血,产后发热,软产道裂伤","产后检查,动态心电图,宫颈分泌物培养,心电图,阴道分泌物涂片","失血性休克,拉肚子,产后抑郁症,产科休克,产后出血","药物治疗、物理治疗","注射用矛头蝮蛇血凝酶,益母草软胶囊,定坤丹,详细"
"妊娠糖尿病","妊娠合并糖尿病包括糖尿病患者妊娠(即糖尿病合并妊娠)，以及妊娠期糖尿病。妊娠期糖尿病(gestational diabetes mellitus，GDM)是妊娠期间发现或发病的由不同程度糖耐量异常及糖尿病引起的不同程度的高血糖。根据其定义，该类糖尿病包括妊娠前即已存在但妊娠期间才诊断的和随着妊娠期而发生的2类，同时它既包括糖尿病，又包括糖耐量减低(impaired glucose tolerance，IGT)和空腹血糖不良(impaired fasting glucose，IFG)。妊娠糖尿病系高危妊娠，它严重危害母儿的健康。在胰岛素问世之前母体死亡率27～30%，胎儿围产期死亡率>40%。胰岛素问世后尤其围产医学开展以来，围产死亡率已明显下降。","妊娠期糖尿病,妊娠合并糖尿病,妊娠性糖尿病","全身","产科,内分泌科","发于妊娠中后期的孕妇","多饮,多食,多尿,妊娠期血糖高,体重减轻","尿常规,尿葡萄糖,尿酮体,空腹血葡萄糖,糖筛","妊娠高血压疾病","饮食指导、西药治疗","参芪降糖颗粒,奥利司他胶囊,奥利司他胶囊,详细"
"产褥感染","产褥感染，在产褥期中，由于生殖器官感染而引起的炎症。致病细菌可能在产前、产时或前后从外界侵入，也可能早就存在于产妇体内。但是产褥感染发生与否，主要决定于产妇局部和全身的防御能力。凡产有有贫血、营养不良、妊娠高血压综合征或其他疾病;产时营养和水份补充不够、产程延长、产时产后失血过多的产妇，由于全身抵抗力削弱，容易得产褥感染。还有胎膜早破、产前出血、产道裂伤、胎盘滞留的产妇，由于生殖道局部变化有利于细菌的入侵及孽生，也易发生产褥感染。","None","女性生殖","产科,妇科","产妇","产后恶露不净有臭味,产褥期恶露,腹部压痛,脓性分泌物,伤口感染","三合诊,宫颈分泌物培养,尿常规,阴道分泌物涂片,阴道病原体","盆腔腹膜炎","药物治疗、手术治疗","阿奇霉素片,氧氟沙星片,保妇康栓,详细"
"羊水栓塞","羊水栓塞是指在分娩过程中，羊水内容物如胎脂、角化上皮细胞、胎粪、毳毛等进入母血循环，形成栓子堵塞肺血管，导致产妇休克、出血、弥漫性血管内凝血(DIC)等一系列严重症状的综合征。起病急，病情凶险，死亡率高。病因多为子宫收缩过强或呈强直性，宫内压力高，在胎膜破裂或破裂后不久，羊水由裂伤的子宫颈内膜静脉进入母血循环所致。分娩过程突然出现原因不明呼吸困难、紫绀、休克、子宫大出血等，应疑为该症。治疗包括抗过敏、供氧、缓解肺高压、补充血容量、抗休克、纠正DIC等。若胎儿未娩出，应立即结束分娩。羊水栓塞起病急，病势凶险，多于发病后短时间死亡，避免诱发因素，及时诊断，尽早组织抢救、治疗，是抢救存活的关键。","AFE","肺","产科","女性人群","发绀,循环衰竭,昏迷,呼吸困难,抽搐","3p试验,凝血酶原时间,凝血酶时间,心电图,胸部平片","小儿肺动脉高压,休克,肾衰","药物治疗","氨茶碱,葡萄糖,氨甲环酸片,详细"
"早产","1935年美国儿科学会提出，凡活产新生儿的体重等于或小于2500g者为早产。在以后的临床应用过程中人们认识到，胎儿生长受限时孕龄和胎儿实际体重之间可以有较大差异，因此，1961年世界卫生组织规定了早产孕龄的标准，将妊娠周数不足37周分娩者定为早产，但没有规定低限。国内外对早产定义的期限不统一，目前我国对早产的定义为自末次月经第1日计算，妊娠满28周至不足37周分娩者。人们根据孕龄将早产分为3类：1、发生在妊娠20-28周的为极早早产，占5%。2、<32孕周的为早期早产，占10%。3、妊娠在32-36周的早产为轻型早产，占85%，也有学者又将32-36周进一步划分成两个亚组，将32-34周前称为中型早产，而将34-36周的早产才称作轻型早产。","None","全身","产科","妊娠满28周至不足37周的孕妇","子宫颈扩张,先兆早产,胎膜早破,阴道出血,肚子疼","妊娠周数的判断,妊娠检查,妊娠试验,血清α2-妊娠相关蛋白,血清妊娠相关血浆蛋白A","硬肿症","药物治疗","盐酸利托君片,妇康丸,参茸白凤丸,详细"
"难产","难产(dystocia)是指由于各种原因而使分娩的开口期(第一阶段)尤其是胎儿排出期(第二阶段)时间明显延长，如不进行人工助产则母体难于或者不能排出胎儿的产科疾病。难产如果处理不当，不仅能引起生殖道疾病，影响以后的繁殖力，而且可能会危及母体及胎儿的生命。","骨产道异常","子宫","产科","营养不良、胎位不正、骨盆小...","头盆不称,漏斗骨盆,狭窄骨盆,男型骨盆","HCG半定量,胎势,胎方位,骨盆内测量,骨盆外测量","None","药物治疗、剖腹产","保胎无忧片,保胎无忧片,六味能消丸,详细"
"前置胎盘","正常胎盘附着于子宫体部的后壁、前壁或侧壁。若胎盘附着于子宫下段，甚至胎盘下缘达到或覆盖宫颈内口处，其位置低于胎儿先露部，称为前置胎盘。前置胎盘是妊娠晚期出血的主要原因之一，是妊娠期的严重并发症，处理不当能危及母儿生命安全。其发生率中国报道为0.24%～1.57%，国外报道为1.0%。前置胎盘患者中85%～90%为经产妇，尤其是多产妇，其发生率可高达5%。","None","子宫","产科","女性人群，妊娠妇女","阴道不规则出血,阴道持续流血不停,阴道持续少量流血,阴道流血过多,阴道出血","MRI,产科B超,催产素激惹试验,胎儿发育检查,血常规","前置胎盘,宫颈癌,妊娠合并宫颈癌","药物治疗","安胎丸,保胎灵,胎盘片,详细"
"新生儿黄疸","新生儿黄疸是指新生儿期(自胎儿娩出脐带结扎至生后28天)，由于胆红素在体内积聚而导致血中胆红素水平升高而出现皮肤、黏膜及巩膜黄染为特征的病症，本病分为生理性黄疸和病理性黄疸。足月儿生理性黄疸在出生后2～3天出现，4～5天达到高峰，5～7天消退，最迟不超过两周;早产儿持续时间较长，除有轻微食欲不振外，一般无其他临床症状。若生后24小时即出现黄疸，2～3周仍不退，甚至继续加深加重，或消退后复现，或生后2周后才开始出现黄疸，均为病理性黄疸。足月儿血清总胆红素超过205.2μmol/L(12mg/dl)，早产儿超过256.5μmol/L(15mg/dl)称为高胆红素血症，为病理性黄疸。足月儿间接胆红素超过307.8μmol/L(18mg/dl)，则引起胆红素脑病(核黄疸)的几率较高，损害中枢神经系统，易遗留后遗症。","新生儿生理性黄疸，胎黄","全身","儿科,产科","刚出生的婴儿","生理性黄疸,巩膜黄染,婴儿脸色发黄,新生儿母乳喂养后出现黄疸","儿童五官科检查,婴幼儿健康检查,尿二胆,肝功能,血清总胆红素","黄疸,新生儿黄疸,胎毒","药物治疗、蓝光照射","当飞利肝宁胶囊,九味獐牙菜丸,人血白蛋白,详细"
"自然流产","妊娠不足28周、胎儿体重不足1000g而终止妊娠者，称为自然流产。自然流产根据发生的时间不同，又可以分为早期自然流产、中期流产和早产几种。怀孕早期自然流产通常情况下自然流产是指在胎儿能够存活以前，流出母体之外。自然流产占所有妊娠的百分之十五到三十左右。在妊娠前三个月流产，称为怀孕早期自然流产。在妊娠十二周到二十周期间流产，称为中期流产。在妊娠二十周以后流产，称为早产，胎儿有可能存活，但需有非常先进的护理条件。","自发流产,自发性流产","女性生殖","产科","育龄期女性人群","下腹痛,阴道出血,停经,子宫小,完全流产","IgG抗A-效价,子宫内膜活检,子宫大小,血清孕激素,阴道细胞学检查","盆腔炎,感染性休克","药物治疗","黄体酮胶囊,维生素E软胶囊,雌二醇片/雌二醇地屈孕酮片复合包装,详细"
"早孕反应","在妊娠早期(停经六周左右)，孕妇体内绒毛膜促性腺激素(HCG)增多，胃酸分泌减少及胃排空时间延长，导致头晕、乏力、食欲不振、喜酸食物或厌恶油腻、恶心、晨起呕吐等一系列反应，统称为早孕反应。这些症状一般不需特殊处理，妊娠12周后随着体内HCG水平的下降，症状多自然消失，食欲恢复正常。但要提醒孕妇的是，并非所有的呕吐都是早孕反应。","妊娠剧吐,妊娠反应， 惡阻","全身","产科","妊娠早期孕妇","恶心与呕吐,尿频,食欲异常,尿妊娠试验阳性,早孕反应重","产科B超,尿HCG,尿早早孕试验,尿酮体,尿酮体试验","食管穿孔","药物治疗","叶酸片,嗣育保胎丸,妊娠诊断检测试剂盒(胶体金法),详细"
"宫外孕","凡孕卵在子宫腔以外的任何部位着床者，统称为异位妊娠，习称为宫外孕。根据着床部位不同，有输卵管妊娠、卵巢妊娠、腹腔妊娠、宫颈妊娠、子宫残角妊娠等。异位妊娠中，以输卵管妊娠最多见。约占90%以上。","异位妊娠","输卵管","产科,妇科,生殖健康","孕龄女性","孕早期腹痛,妊娠时伴有腹痛的阴道流血,急性腹痛,阴道出血","产科B超,妊娠试验,盆腔CT,盆腔充气造影,盆腔和阴道B超","闭经,休克,腹痛,盆腔炎,宫外孕","药物治疗、手术治疗","米索前列醇片,产复康颗粒,人绒毛膜促性腺激素（HCG）双值检测试纸（胶体金法）,详细"
"耳聋","临床上将听力障碍分为两类：传导性耳聋和神经性(感音性)耳聋。传导性耳聋是指外耳道至中耳的“鼓膜-听骨链”系统损害引起的听力下降;神经性耳聋属于感音器病变，是指内耳中的耳蜗或听神经至听觉中枢有关的神经传导径路损害，导致听力减退或消失，也称为感音性耳聋。前者声波还可由颅骨通过骨传导传至内耳引起感觉，后者因神经损害，听力均减弱或丧失。耳鸣是自觉的听到耳内有响声，是耳蜗神经干或神经末梢的刺激性病变。目前多数学者也主张归类于听力障碍范围。","聋,听力障碍,重听","耳","耳鼻喉科,五官科","所有人群，中老年人为多","神经性耳聋,中枢性耳聋,传导性耳聋,耳蜗性耳聋","前庭功能,听力检查,电测听,纯音听力计检查法,音叉检查","肾炎,耳鼻咽喉创伤,工业毒物中毒性周围神经病,听小骨创伤,小儿遗传性慢性进行性肾炎","药物治疗、手术治疗","人参鹿茸丸,愈风宁心片,益气聪明丸,详细"
